areaFIPS,areaname,areaname2,Category,Subcategory,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled
10100,Aberdeen, SD,Parental English proficiency,All are English proficient,0.982544959,0,1,0.982563496,0.982229114,0.989372134,0.976295054
10100,Aberdeen, SD,Parental English proficiency,One parent is English proficient and one is limited English proficient,0,0,0,0,0,0,0
10100,Aberdeen, SD,Parental English proficiency,All are limited English proficient,0,0,0,0,0,0,0
10100,Aberdeen, SD,Parental English proficiency,At least one parent is limited English proficient,0.017455041,0,0,0.017436504,0.017770886,0.010627866,0.023704946
10140,Aberdeen, WA,Parental English proficiency,All are English proficient,0.901343882,0,0.981115341,0.824109256,0.99789983,0,0.911481857
10140,Aberdeen, WA,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.019638419,0,0,0.033726811,0,0,0.030955911
10140,Aberdeen, WA,Parental English proficiency,All are limited English proficient,0.079017699,0,0,0.142163932,0,0,0.057562243
10140,Aberdeen, WA,Parental English proficiency,At least one parent is limited English proficient,0,0,0.018884659,0,0.00210017,0,0
10180,Abilene, TX,Parental English proficiency,All are English proficient,0.91564548,0,0.989546359,0.88109237,0.952710211,0.935851872,0.899200737
10180,Abilene, TX,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.064825065,0,0.009184427,0.089981206,0.037969295,0.040132634,0.084920794
10180,Abilene, TX,Parental English proficiency,All are limited English proficient,0.019529438,0,0.001269221,0.028926395,0.009320498,0.024015507,0.015878489
10180,Abilene, TX,Parental English proficiency,At least one parent is limited English proficient,0,0,0,0,0,0,0
10220,Ada, OK,Parental English proficiency,All are English proficient,0.956608534,0,0.994886041,0.935939193,0.990010738,0.972722352,0.947590172
10220,Ada, OK,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.000697315,0,0,0.001234591,0,0,0.001087606
10220,Ada, OK,Parental English proficiency,All are limited English proficient,0.042694129,0,0,0.062826231,0,0,0.051322229
10220,Ada, OK,Parental English proficiency,At least one parent is limited English proficient,0,0,0.005113959,0,0.009989262,0.027277648,0
10300,Adrian, MI,Parental English proficiency,All are English proficient,0.975595355,0,0.99515152,0.956505716,0.997071743,0.980039895,0.971273303
10300,Adrian, MI,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.009053349,0,0,0.014743805,0,0,0
10300,Adrian, MI,Parental English proficiency,All are limited English proficient,0.015351309,0,0,0.028750461,0,0,0
10300,Adrian, MI,Parental English proficiency,At least one parent is limited English proficient,0,0,0.00484848,0,0.002928257,0.019960105,0.028726697
10420,Akron, OH,Parental English proficiency,All are English proficient,0.958087265,0,0.993409693,0.929373682,0.983114839,0.95338589,0.96121031
10420,Akron, OH,Parental English proficiency,One parent is English proficient and one is limited English proficient,0.023226475,0,0,0.036088664,0.012151025,0.031888518,0.017472472
