areaFIPS,areaname,Category,Subcategory,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled
38,North Dakota,Enrollment,Not enrolled,0.487800628,0,0.494013309,0.523856103,0.473383158,1,0
38,North Dakota,Enrollment,Enrolled in preschool,0.347245514,0,0.352316111,0.304379731,0.360945255,0,0.677949905
38,North Dakota,Enrollment,Enrolled in kindergarten or above,0.164953858,0,0.153670579,0.171764135,0.165671572,0,0.322050095
38,North Dakota,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
39,Ohio,Enrollment,Not enrolled,0.421918005,0.374321193,0.424809188,0.478621274,0.36342153,1,0
39,Ohio,Enrollment,Enrolled in preschool,0.411349595,0.390751421,0.41428709,0.342272103,0.481572866,0,0.711576521
39,Ohio,Enrollment,Enrolled in kindergarten or above,0.166732401,0.234927401,0.160903722,0.179106638,0.155005604,0,0.288423449
39,Ohio,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
40,Oklahoma,Enrollment,Not enrolled,0.411091715,0.431350052,0.40649876,0.435215443,0.384167612,1,0
40,Oklahoma,Enrollment,Enrolled in preschool,0.402225465,0.35749346,0.411012977,0.37525034,0.43435964,0,0.683001876
40,Oklahoma,Enrollment,Enrolled in kindergarten or above,0.186682805,0.211156473,0.182488278,0.189534217,0.181472749,0,0.316998124
40,Oklahoma,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
41,Oregon,Enrollment,Not enrolled,0.462306201,0.488079041,0.454321891,0.538586736,0.393671095,1,0
41,Oregon,Enrollment,Enrolled in preschool,0.375138611,0.315961123,0.391723245,0.297283858,0.446604162,0,0.697680771
41,Oregon,Enrollment,Enrolled in kindergarten or above,0.162555188,0.195959851,0.153954849,0.164129376,0.159724742,0,0.302319258
41,Oregon,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
42,Pennsylvania,Enrollment,Not enrolled,0.41927442,0.405650437,0.421356559,0.506401479,0.354545593,1,0
42,Pennsylvania,Enrollment,Enrolled in preschool,0.412158519,0.407286882,0.413177311,0.323488533,0.479864389,0,0.709730268
42,Pennsylvania,Enrollment,Enrolled in kindergarten or above,0.168567061,0.187062681,0.16546613,0.170109972,0.165589988,0,0.290269732
42,Pennsylvania,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
44,Rhode Island,Enrollment,Not enrolled,0.416661859,0.523208797,0.378161639,0.471962959,0.379827797,1,0
44,Rhode Island,Enrollment,Enrolled in preschool,0.415022165,0.342927128,0.443591923,0.351855874,0.45587033,0,0.71146071
44,Rhode Island,Enrollment,Enrolled in kindergarten or above,0.168315977,0.13386406,0.178246453,0.176181167,0.164301857,0,0.28853929
44,Rhode Island,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
45,South Carolina,Enrollment,Not enrolled,0.423216164,0.479247838,0.415510207,0.474584997,0.354384065,1,0
45,South Carolina,Enrollment,Enrolled in preschool,0.328431189,0.288366288,0.334078163,0.270522952,0.4038831,0,0.569418132
45,South Carolina,Enrollment,Enrolled in kindergarten or above,0.248352647,0.232385904,0.25041163,0.254892081,0.241732836,0,0.430581838
45,South Carolina,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
46,South Dakota,Enrollment,Not enrolled,0.461265117,0,0.468239456,0.47336325,0.448974669,1,0
46,South Dakota,Enrollment,Enrolled in preschool,0.399950802,0,0.398573101,0.382429808,0.414620012,0,0.742388904
46,South Dakota,Enrollment,Enrolled in kindergarten or above,0.138784096,0,0.133187443,0.144206926,0.136405304,0,0.257611126
46,South Dakota,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
47,Tennessee,Enrollment,Not enrolled,0.460511297,0.531044364,0.450158536,0.508942604,0.402036399,1,0
47,Tennessee,Enrollment,Enrolled in preschool,0.350165516,0.249918565,0.365510285,0.288975,0.425036371,0,0.64906925
47,Tennessee,Enrollment,Enrolled in kindergarten or above,0.189323172,0.219037071,0.184331179,0.202082366,0.172927216,0,0.35093075
47,Tennessee,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
48,Texas,Enrollment,Not enrolled,0.431784242,0.441886097,0.425571859,0.47610271,0.38274914,1,0
48,Texas,Enrollment,Enrolled in preschool,0.368913025,0.334837884,0.387636721,0.314540893,0.428970695,0,0.649248123
48,Texas,Enrollment,Enrolled in kindergarten or above,0.199302733,0.223276034,0.186791435,0.209356397,0.18828015,0,0.350751877
48,Texas,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
49,Utah,Enrollment,Not enrolled,0.45122543,0.477548003,0.446184903,0.51760745,0.403614521,1,0
49,Utah,Enrollment,Enrolled in preschool,0.373360455,0.278281301,0.39124763,0.310205817,0.421072066,0,0.680353045
49,Utah,Enrollment,Enrolled in kindergarten or above,0.175414115,0.24417071,0.162567466,0.172186688,0.175313428,0,0.319646955
49,Utah,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
50,Vermont,Enrollment,Not enrolled,0.363121539,0,0.362522781,0.441396505,0.314255625,1,0
50,Vermont,Enrollment,Enrolled in preschool,0.451602846,0,0.451743394,0.376164854,0.496664315,0,0.709087968
50,Vermont,Enrollment,Enrolled in kindergarten or above,0.185275629,0,0.185733825,0.182438642,0.18908006,0,0.290912062
50,Vermont,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
51,Virginia,Enrollment,Not enrolled,0.39294526,0.421243817,0.382601231,0.485921085,0.337464839,1,0
51,Virginia,Enrollment,Enrolled in preschool,0.403626949,0.359706014,0.418292493,0.29913193,0.465301871,0,0.664893866
51,Virginia,Enrollment,Enrolled in kindergarten or above,0.203427792,0.219050184,0.199106276,0.21494697,0.197233275,0,0.335106164
51,Virginia,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
53,Washington,Enrollment,Not enrolled,0.465373218,0.502470255,0.450168997,0.555374742,0.401549459,1,0
53,Washington,Enrollment,Enrolled in preschool,0.371653318,0.332521021,0.387697875,0.286911935,0.433399737,0,0.695164025
53,Washington,Enrollment,Enrolled in kindergarten or above,0.162973464,0.165008724,0.162133113,0.157713324,0.165050805,0,0.304835945
53,Washington,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
54,West Virginia,Enrollment,Not enrolled,0.485946655,0,0.486811221,0.520519376,0.4546251,1,0
54,West Virginia,Enrollment,Enrolled in preschool,0.332715333,0,0.331415057,0.310001254,0.357288867,0,0.64723891
54,West Virginia,Enrollment,Enrolled in kindergarten or above,0.181338027,0,0.181773722,0.169479385,0.188086048,0,0.35276112
54,West Virginia,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
55,Wisconsin,Enrollment,Not enrolled,0.399531782,0.420043766,0.398192763,0.429202527,0.379796952,1,0
55,Wisconsin,Enrollment,Enrolled in preschool,0.355411828,0.279907614,0.363897502,0.284419537,0.407536715,0,0.59189117
55,Wisconsin,Enrollment,Enrolled in kindergarten or above,0.245056406,0.300048649,0.237909749,0.286377937,0.212666333,0,0.40810886
55,Wisconsin,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
56,Wyoming,Enrollment,Not enrolled,0.438151002,0,0.452046096,0.419249773,0.450624526,1,0
56,Wyoming,Enrollment,Enrolled in preschool,0.408575624,0,0.404636592,0.417902052,0.407563329,0,0.727198243
56,Wyoming,Enrollment,Enrolled in kindergarten or above,0.153273374,0,0.143317297,0.16284816,0.141812161,0,0.272801727
56,Wyoming,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
100,United States,Enrollment,Not enrolled,0.39865914,0.404987782,0.395439625,0.458354235,0.344687611,1,0
100,United States,Enrollment,Enrolled in preschool,0.397333711,0.360898167,0.410936803,0.328653157,0.459596694,0,0.660746276
100,United States,Enrollment,Enrolled in kindergarten or above,0.204007134,0.234114051,0.193623573,0.212992609,0.195715696,0,0.339253724
100,United States,Enrollment,Enrolled in preschool or above,0,0,0,0,0,0,0
