areaFIPS,areaname,areaname2,Category,Subcategory,allchildren3to5,atleast1immigparent,allnativebornparents,lowincome,notlowincome,notenrolled,enrolled
10100,Aberdeen, SD,Citizenship,US citizen,0.99822914600372300000,0.00000000000000000000,1.00000000000000000000,0.99855613708496100000,0.99798822402954100000,0.99887984991073600000,0.99762856960296600000
10100,Aberdeen, SD,Citizenship,Non-US citizen,0.00177085399627686000,0.00000000000000000000,0.00000000000000000000,0.00144386291503906000,0.00201177597045898000,0.00112015008926392000,0.00237143039703369000
10140,Aberdeen, WA,Citizenship,US citizen,0.99466609954834000000,0.00000000000000000000,1.00000000000000000000,0.99043250083923300000,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000
10140,Aberdeen, WA,Citizenship,Non-US citizen,0.00533390045166016000,0.00000000000000000000,0.00000000000000000000,0.00956749916076660000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
10180,Abilene, TX,Citizenship,US citizen,0.98299479484558100000,0.00000000000000000000,0.99999284744262700000,0.96948504447937000000,0.99808919429779100000,0.99849343299865700000,0.97038054466247600000
10180,Abilene, TX,Citizenship,Non-US citizen,0.01700522378087040000,0.00000000000000000000,0.00000715255737304687,0.03051493130624290000,0.00191080570220947000,0.00150656700134277000,0.02961945533752440000
10220,Ada, OK,Citizenship,US citizen,0.99930393695831300000,0.00000000000000000000,1.00000000000000000000,0.99876540899276700000,1.00000000000000000000,1.00000000000000000000,0.99891543388366700000
10220,Ada, OK,Citizenship,Non-US citizen,0.00069606304168701200,0.00000000000000000000,0.00000000000000000000,0.00123459100723267000,0.00000000000000000000,0.00000000000000000000,0.00108456611633301000
10300,Adrian, MI,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
10300,Adrian, MI,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
10420,Akron, OH,Citizenship,US citizen,0.98258006572723400000,0.00000000000000000000,1.00000000000000000000,0.97416085004806500000,0.98974436521530200000,0.98781329393386800000,0.97910678386688200000
10420,Akron, OH,Citizenship,Non-US citizen,0.01741991937160490000,0.00000000000000000000,0.00000000000000000000,0.02583913877606390000,0.01025562267750500000,0.01218669489026070000,0.02089319005608560000
10460,Alamogordo, NM,Citizenship,US citizen,0.99735808372497600000,0.00000000000000000000,1.00000000000000000000,0.99556410312652600000,1.00000000000000000000,1.00000000000000000000,0.99549835920333900000
10460,Alamogordo, NM,Citizenship,Non-US citizen,0.00264191627502441000,0.00000000000000000000,0.00000000000000000000,0.00443589687347412000,0.00000000000000000000,0.00000000000000000000,0.00450164079666138000
10500,Albany, GA,Citizenship,US citizen,0.99932736158371000000,0.00000000000000000000,1.00000000000000000000,0.99894869327545200000,1.00000000000000000000,0.99942308664321900000,0.99929016828537000000
10500,Albany, GA,Citizenship,Non-US citizen,0.00067263841629028300,0.00000000000000000000,0.00000000000000000000,0.00105130672454834000,0.00000000000000000000,0.00057691335678100600,0.00070983171463012700
10540,Albany, OR,Citizenship,US citizen,0.98746865987777700000,0.00000000000000000000,1.00000000000000000000,0.97511750459671000000,1.00000000000000000000,0.98154181241989100000,0.99371069669723500000
10540,Albany, OR,Citizenship,Non-US citizen,0.01253134012222290000,0.00000000000000000000,0.00000000000000000000,0.02488249540328980000,0.00000000000000000000,0.01845818758010860000,0.00628930330276489000
10580,Albany-Schenectady-Troy, NY,Citizenship,US citizen,0.98130285739898700000,0.86924976110458400000,1.00000000000000000000,0.96114128828048700000,0.99143028259277300000,0.97741752862930300000,0.98335045576095600000
10580,Albany-Schenectady-Troy, NY,Citizenship,Non-US citizen,0.01869715005159380000,0.13075026869773900000,0.00000000000000000000,0.03885869681835170000,0.00856974348425865000,0.02258248068392280000,0.01664956845343110000
10660,Albert Lea, MN,Citizenship,US citizen,0.99651068449020400000,0.00000000000000000000,1.00000000000000000000,0.99156743288040200000,1.00000000000000000000,1.00000000000000000000,0.99412173032760600000
10660,Albert Lea, MN,Citizenship,Non-US citizen,0.00348931550979614000,0.00000000000000000000,0.00000000000000000000,0.00843256711959839000,0.00000000000000000000,0.00000000000000000000,0.00587826967239380000
10700,Albertville, AL,Citizenship,US citizen,0.98855662345886200000,0.00000000000000000000,1.00000000000000000000,0.98147553205490100000,1.00000000000000000000,0.97725403308868400000,1.00000000000000000000
10700,Albertville, AL,Citizenship,Non-US citizen,0.01144337654113770000,0.00000000000000000000,0.00000000000000000000,0.01852446794509890000,0.00000000000000000000,0.02274596691131590000,0.00000000000000000000
10740,Albuquerque, NM,Citizenship,US citizen,0.99424558877944900000,0.97573566436767600000,0.99870127439498900000,0.99484759569168100000,0.99345439672470100000,0.99560523033142100000,0.99312728643417400000
10740,Albuquerque, NM,Citizenship,Non-US citizen,0.00575440051034093000,0.02426433749496940000,0.00129872560501099000,0.00515240430831909000,0.00654560327529907000,0.00439476966857910000,0.00687271356582642000
10780,Alexandria, LA,Citizenship,US citizen,0.99812293052673300000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.99620401859283400000,0.99627727270126300000,0.99919450283050500000
10780,Alexandria, LA,Citizenship,Non-US citizen,0.00187706947326660000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00379598140716553000,0.00372272729873657000,0.00080549716949462900
10820,Alexandria, MN,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
10820,Alexandria, MN,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
10900,Allentown-Bethlehem-Easton, PA-NJ,Citizenship,US citizen,0.99212622642517100000,0.94783496856689500000,0.99905872344970700000,0.99363559484481800000,0.99094367027282700000,0.99630153179168700000,0.98892891407012900000
10900,Allentown-Bethlehem-Easton, PA-NJ,Citizenship,Non-US citizen,0.00787378102540970000,0.05216503888368610000,0.00094127655029296900,0.00636440515518188000,0.00905630644410849000,0.00369846820831299000,0.01107107475399970000
10940,Alma, MI,Citizenship,US citizen,0.99624556303024300000,0.00000000000000000000,1.00000000000000000000,0.99269443750381500000,1.00000000000000000000,1.00000000000000000000,0.99251431226730300000
10940,Alma, MI,Citizenship,Non-US citizen,0.00375443696975708000,0.00000000000000000000,0.00000000000000000000,0.00730556249618530000,0.00000000000000000000,0.00000000000000000000,0.00748568773269653000
10980,Alpena, MI,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
10980,Alpena, MI,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11020,Altoona, PA,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
11020,Altoona, PA,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11100,Amarillo, TX,Citizenship,US citizen,0.97687458992004400000,0.87765204906463600000,0.99994456768035900000,0.96515512466430700000,0.98855501413345300000,0.98737180233001700000,0.96860194206237800000
11100,Amarillo, TX,Citizenship,Non-US citizen,0.02312541194260120000,0.12234797328710600000,0.00005543231964111330,0.03484489023685460000,0.01144498586654660000,0.01262817252427340000,0.03139806166291240000
11140,Americus, GA,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
11140,Americus, GA,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11220,Amsterdam, NY,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
11220,Amsterdam, NY,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11260,Anchorage, AK,Citizenship,US citizen,0.99894195795059200000,0.00000000000000000000,1.00000000000000000000,0.99682098627090500000,1.00000000000000000000,1.00000000000000000000,0.99781078100204500000
11260,Anchorage, AK,Citizenship,Non-US citizen,0.00105804204940796000,0.00000000000000000000,0.00000000000000000000,0.00317901372909546000,0.00000000000000000000,0.00000000000000000000,0.00218921899795532000
11380,Andrews, TX,Citizenship,US citizen,0.99550431966781600000,0.00000000000000000000,1.00000000000000000000,0.99430322647094700000,0.99634236097335800000,0.99641448259353600000,0.99441343545913700000
11380,Andrews, TX,Citizenship,Non-US citizen,0.00449568033218384000,0.00000000000000000000,0.00000000000000000000,0.00569677352905273000,0.00365763902664185000,0.00358551740646362000,0.00558656454086304000
11420,Angola, IN,Citizenship,US citizen,0.99483603239059400000,0.00000000000000000000,1.00000000000000000000,0.99777942895889300000,0.99071002006530800000,0.99095356464386000000,1.00000000000000000000
11420,Angola, IN,Citizenship,Non-US citizen,0.00516396760940552000,0.00000000000000000000,0.00000000000000000000,0.00222057104110718000,0.00928997993469238000,0.00904643535614014000,0.00000000000000000000
11460,Ann Arbor, MI,Citizenship,US citizen,0.97981804609298700000,0.90876889228820800000,1.00000000000000000000,0.96890491247177100000,0.98483037948608400000,0.97311270236969000000,0.98334795236587500000
11460,Ann Arbor, MI,Citizenship,Non-US citizen,0.02018192410469060000,0.09123113006353380000,0.00000000000000000000,0.03109507635235790000,0.01516964379698040000,0.02688729763031010000,0.01665203087031840000
11500,Anniston-Oxford-Jacksonville, AL,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000
11500,Anniston-Oxford-Jacksonville, AL,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11540,Appleton, WI,Citizenship,US citizen,0.99202376604080200000,0.00000000000000000000,0.99925744533538800000,0.98533594608306900000,0.99459666013717700000,1.00000000000000000000,0.98568177223205600000
11540,Appleton, WI,Citizenship,Non-US citizen,0.00797623395919800000,0.00000000000000000000,0.00074255466461181600,0.01466405391693120000,0.00540333986282349000,0.00000000000000000000,0.01431822776794430000
11580,Arcadia, FL,Citizenship,US citizen,0.98961669206619300000,0.00000000000000000000,1.00000000000000000000,0.98555576801300000000,0.00000000000000000000,0.98113852739334100000,1.00000000000000000000
11580,Arcadia, FL,Citizenship,Non-US citizen,0.01038330793380740000,0.00000000000000000000,0.00000000000000000000,0.01444423198699950000,0.00000000000000000000,0.01886147260665890000,0.00000000000000000000
11620,Ardmore, OK,Citizenship,US citizen,0.99930703639984100000,0.00000000000000000000,1.00000000000000000000,0.99866813421249400000,1.00000000000000000000,1.00000000000000000000,0.99881207942962600000
11620,Ardmore, OK,Citizenship,Non-US citizen,0.00069296360015869100,0.00000000000000000000,0.00000000000000000000,0.00133186578750610000,0.00000000000000000000,0.00000000000000000000,0.00118792057037354000
11660,Arkadelphia, AR,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000
11660,Arkadelphia, AR,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11680,Arkansas City-Winfield, KS,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
11680,Arkansas City-Winfield, KS,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11700,Asheville, NC,Citizenship,US citizen,0.99525040388107300000,0.00000000000000000000,1.00000000000000000000,0.99096453189849900000,1.00000000000000000000,0.99156266450882000000,0.99829488992691000000
11700,Asheville, NC,Citizenship,Non-US citizen,0.00474959611892700000,0.00000000000000000000,0.00000000000000000000,0.00903546810150146000,0.00000000000000000000,0.00843733549118042000,0.00170511007308960000
11740,Ashland, OH,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
11740,Ashland, OH,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11820,Astoria, OR,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
11820,Astoria, OR,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11860,Atchison, KS,Citizenship,US citizen,0.98546373844146700000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.97915977239608800000,0.00000000000000000000,0.97631907463073700000
11860,Atchison, KS,Citizenship,Non-US citizen,0.01453626155853270000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.02084022760391240000,0.00000000000000000000,0.02368092536926270000
11940,Athens, TN,Citizenship,US citizen,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
11940,Athens, TN,Citizenship,Non-US citizen,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
11980,Athens, TX,Citizenship,US citizen,0.99889379739761400000,0.00000000000000000000,1.00000000000000000000,0.99771636724472000000,1.00000000000000000000,0.99773412942886400000,1.00000000000000000000
11980,Athens, TX,Citizenship,Non-US citizen,0.00110620260238647000,0.00000000000000000000,0.00000000000000000000,0.00228363275527954000,0.00000000000000000000,0.00226587057113647000,0.00000000000000000000
12020,Athens-Clarke County, GA,Citizenship,US citizen,0.99252700805664100000,0.00000000000000000000,1.00000000000000000000,0.99512183666229200000,0.98863077163696300000,0.99706548452377300000,0.99032473564147900000
12020,Athens-Clarke County, GA,Citizenship,Non-US citizen,0.00747297331690788000,0.00000000000000000000,0.00000000000000000000,0.00487815309315920000,0.01136922836303710000,0.00293451547622681000,0.00967526435852051000
12060,Atlanta-Sandy Springs-Roswell, GA,Citizenship,US citizen,0.98090320825576800000,0.93532758951187100000,0.99911785125732400000,0.97849249839782700000,0.98265880346298200000,0.97925996780395500000,0.98176193237304700000
12060,Atlanta-Sandy Springs-Roswell, GA,Citizenship,Non-US citizen,0.01909679733216760000,0.06467243283987050000,0.00088212703121826100,0.02150752767920490000,0.01734120771288870000,0.02074006199836730000,0.01823806948959830000
12100,Atlantic City-Hammonton, NJ,Citizenship,US citizen,0.99014258384704600000,0.96520799398422200000,1.00000000000000000000,0.98919218778610200000,0.99065005779266400000,0.97805696725845300000,0.99728441238403300000
12100,Atlantic City-Hammonton, NJ,Citizenship,Non-US citizen,0.00985743477940559000,0.03479202836751940000,0.00000000000000000000,0.01080781221389770000,0.00934994220733643000,0.02194302901625630000,0.00271558761596680000
12140,Auburn, IN,Citizenship,US citizen,0.99483603239059400000,0.00000000000000000000,1.00000000000000000000,0.99777942895889300000,0.99071002006530800000,0.99095356464386000000,1.00000000000000000000
12140,Auburn, IN,Citizenship,Non-US citizen,0.00516396760940552000,0.00000000000000000000,0.00000000000000000000,0.00222057104110718000,0.00928997993469238000,0.00904643535614014000,0.00000000000000000000
12180,Auburn, NY,Citizenship,US citizen,0.99976122379303000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,1.00000000000000000000,0.99932897090911900000,1.00000000000000000000
12180,Auburn, NY,Citizenship,Non-US citizen,0.00023877620697021500,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00067102909088134800,0.00000000000000000000
12220,Auburn-Opelika, AL,Citizenship,US citizen,0.97928094863891600000,0.00000000000000000000,1.00000000000000000000,0.96441829204559300000,0.99369746446609500000,0.97127270698547400000,0.98505508899688700000
